"DENOMINACION","tipo","regimen","localidad","LATITUD","LONGITUD"
"EI 1ER CICLE MUNICIPAL LES ALQUERIES","escola infantil de primer cicle","púb.","GRAU I PLATJA",38.989474,-0.160014
"CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA","centre privat formació professional específica","priv.","VALÈNCIA",39.472047,-0.401484
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","MASSALFASSAR",39.555859,-0.326543
"EI 1ER CICLO MUNICIPAL MARÍA JOSÉ SUCH RIGLA","escola infantil de primer cicle","púb.","NAVARRÉS",39.099314,-0.693891
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","BUÑOL",39.423589,-0.790393
"CENTRE PRIV. ED. INFANTIL GUPPYDOS","centre privat d'educació infantil","priv. conc.","VALÈNCIA",39.461687,-0.368229
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","MELIANA",39.524327,-0.346617
"CENTRE PRIV. ED. INF. 1ER CICLE BAMBI","centre privat d'educació infantil de primer cicle","priv.","XIRIVELLA",39.464427,-0.424497
"CENTRE PRIV. ED. INF. 1ER CICLE EL MINI-COLE","centre privat d'educació infantil de primer cicle","priv.","PUÇOL",39.613974,-0.30754
"EI 1ER CICLO MUNICIPAL MARÍA PLA","escola infantil de primer cicle","púb.","PEDRALBA",39.607203,-0.725708
"CENTRE PRIV. ED. INF. 1ER CICLE EL MÓN DELS MENUTS","centre privat d'educació infantil de primer cicle","priv.","ONTINYENT",38.823431,-0.598583
"CENTRE PRIV. ED. INF. 1ER CICLE BABOO","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.458434,-0.361597
"EI 1ER CICLE MUNICIPAL QUATRE CARRERES","escola infantil de primer cicle","púb.","VALÈNCIA",39.453393,-0.365703
"EI 1ER CICLE MUNICIPAL BENICALAP","escola infantil de primer cicle","púb.","VALÈNCIA",39.493245,-0.38642
"CEE PRIV. FUNDACIÓ MIRA'M","centre privat d'educació especial","priv. conc.","VALÈNCIA",39.469264,-0.352592
"EI 1ER CICLE MUNICIPAL MINI-POLI","escola infantil de primer cicle","púb.","VALÈNCIA",39.467674,-0.399907
"CENTRE PRIV. ED. INF. 1ER CICLE MON MENUT","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.429016,-0.476092
"EI 1ER CICLE MUNICIPAL CIUTAT JARDÍ","escola infantil de primer cicle","púb.","TORRENT",39.441291,-0.468096
"EI 1ER CICLE MUNICIPAL CENTRE HISTÒRIC","escola infantil de primer cicle","púb.","GANDIA",38.964681,-0.177026
"CENTRE PRIV. ED. INF. 1ER CICLE EL PEIXET 2","centre privat d'educació infantil de primer cicle","priv.","MISLATA",39.47812,-0.42387
"CENTRE PRIV. ED. INF. 1ER CICLE COLORINS","centre privat d'educació infantil de primer cicle","priv.","ALBORAIA",39.499951,-0.352893
"EI 1ER CICLE MUNICIPAL MESTRA EMPAR NAVARRO I GINER","escola infantil de primer cicle","púb.","VALÈNCIA",39.452549,-0.35888
"EI 1ER CICLE MUNICIPAL SANT PAU","escola infantil de primer cicle","púb.","VALÈNCIA",39.48523,-0.405443
"CENTRE PRIV. ED. INF. 1ER CICLE MI PEQUEÑO MUNDO","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.472908,-0.354352
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","CATADAU",39.275195,-0.567711
"EI 1ER CICLE MUNICIPAL L'ESCOLETA","escola infantil de primer cicle","púb.","SILLA",39.366797,-0.416524
"CEIP LA SABINA","col·legi d'educació infantil i primària","púb.","SAN ANTONIO DE BENAGÉBER",39.57465,-0.51491
"ESCOLA PRIVADA DE MÚSICA AULAMEDA","escola privada de música","priv.","VALÈNCIA",39.474914,-0.36464
"CENTRE PRIV. ED. INF. 1ER CICLE GOMETS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.491564,-0.389899
"CENTRE PRIV. ED. INF. 1ER CICLE LES RABOSETES","centre privat d'educació infantil de primer cicle","priv.","ALMÀSSERA",39.512534,-0.355613
"EI 1ER CICLE MUNICIPAL MESTRE ANDRÉS NAVARRO ORERO","escola infantil de primer cicle","púb.","CASINOS",39.698388,-0.705787
"CENTRE PRIV. ED. INF. 1ER CICLE ITUITU","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.46234,-0.364541
"CENTRE PRIV. ED. INF. 1ER CICLE MI ESTRELLA","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.423365,-0.46797
"CENTRE PRIV. ED. INF. 1ER CICLE BALOO II","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.497401,-0.432297
"EI 1ER CICLE MUNICIPAL SAMBORI","escola infantil de primer cicle","púb.","GUADASSÉQUIES",38.924387,-0.488428
"CENTRE PRIV. ED. INF. 1ER CICLE SUNNY SIDE","centre privat d'educació infantil de primer cicle","priv.","MONCADA",39.54455,-0.393155
"CENTRE PRIV. ED. INF. 1ER CICLE SONRISAS","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.504819,-0.447596
"EI 1ER CICLE MUNICIPAL DIPUTADA CLARA CAMPOAMOR","escola infantil de primer cicle","púb.","VALÈNCIA",39.48974,-0.3665
"CENTRE PRIV. ED. INF. 1ER CICLE L'EMBOLIC","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.496807,-0.393335
"ESCOLA PRIVADA DE MÚSICA TÍO PEPET, EL MÚSIC","escola privada de música","priv.","SERRA",39.682932,-0.431439
"CENTRE PRIVAT FP STUDIO","centre privat formació professional específica","priv.","VALÈNCIA",39.478159,-0.347017
"CENTRE PRIV. ED. INF. 1ER CICLE MARIPOSAS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.452946,-0.373358
"ESCOLA PRIVADA DE MÚSICA CÍRCULO CATÓLICO DE TORRENT","escola privada de música","priv.","TORRENT",39.434469,-0.465728
"EI 1ER CICLE MUNICIPAL ALGIRÓS","escola infantil de primer cicle","púb.","VALÈNCIA",39.468676,-0.340415
"EI 1ER CICLE MUNICIPAL LA TARONJA","escola infantil de primer cicle","púb.","OLIVA",38.917,-0.111811
"CENTRE PRIV. ED. INFANTIL PARQUE TECNOLÓGICO","centre privat d'educació infantil","priv.","PATERNA",39.550871,-0.464859
"CENTRE PRIV. ED. INF. 1ER CICLE LA SEGONA ESTRELA","centre privat d'educació infantil de primer cicle","priv.","BENETÚSSER",39.418591,-0.396559
"EI 1ER CICLE MUNICIPAL PORTA SUD","escola infantil de primer cicle","púb.","ALFAFAR",39.417016,-0.383588
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","DOMEÑO",39.658405,-0.669725
"CENTRO PRIV. ED. INF. 1ER CICLO TERRAMELAR","centre privat d'educació infantil de primer cicle","priv.","TERRAMELAR",39.509857,-0.427912
"CENTRE PRIV. ED. INF. 1ER CICLE LA CASITA DE JULIETA","centre privat d'educació infantil de primer cicle","priv.","BURJASSOT",39.508693,-0.414444
"CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA DEL CARME","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.478655,-0.379055
"EI 1ER CICLO MUNICIPAL LA COMBA","escola infantil de primer cicle","púb.","CHELLA",39.042978,-0.661698
"CENTRE PRIV. ED. INF. 1ER CICLE ASTÉRIX","centre privat d'educació infantil de primer cicle","priv.","BURJASSOT",39.506648,-0.40838
"CENTRE PRIV. ED. INF. 1ER CICLE ARCO IRIS","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.499014,-0.433947
"CENTRE PRIV. ED. INF. 1ER CICLE IMPULSO INICIAL","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.483508,-0.36109
"CENTRE PRIV. ED. INF. 1ER CICLE MAFALDA","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.503349,-0.443243
"CENTRE PRIV. ED. INF. 1ER CICLE GARABATOS","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.502882,-0.441251
"CENTRE PRIV. ED. INF. 1ER CICLE BAMBY-ABADE 2","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.472601,-0.359974
"CENTRE PRIV. ED. INF. 1ER CICLE HEIDI","centre privat d'educació infantil de primer cicle","priv.","ALAQUÀS",39.455008,-0.465302
"CENTRO PRIV. ED. INF. 1ER CICLO DUENDECILLOS","centre privat d'educació infantil de primer cicle","priv.","SAN ANTONIO",39.520943,-1.153609
"CENTRE PRIV. ED. INF. 1ER CICLE LLAVORETES","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.473026,-0.354804
"CENTRE PRIV. ED. INFANTIL SUPERFRIENDS","centre privat d'educació infantil","priv.","VALÈNCIA",39.469985,-0.354863
"CENTRE PRIV. ED. INF. 1ER CICLE BLANCANIEVES","centre privat d'educació infantil de primer cicle","priv.","MISLATA",39.475312,-0.416571
"CENTRE PRIV. ED. INF. 1ER CICLE TINCHO, PINCHO Y CARPINCHO","centre privat d'educació infantil de primer cicle","priv.","ALGEMESÍ",39.190859,-0.437317
"CENTRE PRIV. ED. INF. 1ER CICLE LLEPOLIES","centre privat d'educació infantil de primer cicle","priv.","ALAQUÀS",39.454807,-0.459921
"CENTRE PRIV. ED. INF. 1ER CICLE BURBUJITAS","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.511275,-0.429108
"CENTRE PRIV. ED. INF. 1ER CICLE NINETS","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.424886,-0.467278
"EI 1ER CICLE MUNICIPAL REMEDIOS MONTANER","escola infantil de primer cicle","púb.","ALFAFAR",39.421367,-0.391696
"CENTRE ENSENYAMENTS ESPORTIUS CENETED","centre autoritzat d'ensenyaments esportius","priv.","VALÈNCIA",39.488987,-0.384341
"CEIP DE TUÉJAR","col·legi d'educació infantil i primària","púb.","TUÉJAR",39.767777,-1.043158
"CENTRE PRIV. ED. INF. 1ER CICLE BAMBINI 2","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.460276,-0.368336
"CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA","centre privat d'educació infantil de primer cicle","priv.","CAÑADA (LA)",39.528439,-0.484546
"CENTRE PRIV. ED. INF. 1ER CICLE ETAPAS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.461205,-0.343675
"CENTRE PRIV. ED. INF. 1ER CICLE MINI COLE GILET","centre privat d'educació infantil de primer cicle","priv.","GILET",39.67775,-0.330381
"CENTRE PRIVAT COMPLEJO PREUNIVERSITARIO MAS CAMARENA","centre privat d'educació secundària","priv.","PATERNA",39.548609,-0.462308
"EI 1ER CICLE MUNICIPAL CRIST DE L'EMPAR","escola infantil de primer cicle","púb.","POBLA DEL DUC (LA)",38.903637,-0.418815
"CENTRE PRIVAT FP CLAUDIO GALENO","centre privat formació professional específica","priv.","VALÈNCIA",39.48237,-0.388094
"EI 1ER CICLO MUNICIPAL SEMILLAS","escola infantil de primer cicle","púb.","SIETE AGUAS",39.472295,-0.916795
"CENTRE PRIV. ED. INF. 1ER CICLE GAMBOLINO","centre privat d'educació infantil de primer cicle","priv.","GODELLA",39.522813,-0.420957
"EI 1ER CICLE MUNICIPAL SANTA BÁRBARA","escola infantil de primer cicle","púb.","BENIPARRELL",39.381955,-0.411113
"CENTRE PRIV. ED. INF. 1ER CICLE VITALKIDS ALFARA","centre privat d'educació infantil de primer cicle","priv.","ALFARA DEL PATRIARCA",39.543855,-0.387247
"CENTRE PRIVAT FP VERGE DE CORTES. SOROLLA","centre privat formació professional específica","priv.","VALÈNCIA",39.459766,-0.383844
"CENTRE ENS. PROFESSIONALS DE MÚSICA IGNACIO MONZONÍS","centre autoritzat d'ensenyances artístiques professionals de música","priv.","ELIANA (L')",39.565578,-0.544467
"CENTRE PRIVAT FP PROGRESA","centre privat formació professional específica","priv.","VALÈNCIA",39.465893,-0.383341
"CENTRE ENSENYAMENTS ESPORTIUS CENTRO DEPORTIVO MAS CAMARENA","centre autoritzat d'ensenyaments esportius","priv.","PATERNA",39.548746,-0.46219
"CENTRE ENSENYAMENTS ESPORTIUS ESPLAI GAIA","centre autoritzat d'ensenyaments esportius","priv.","LLÍRIA",39.642301,-0.583779
"CENTRE PRIVAT CUMBRES SCHOOL","centre privat d'educació infantil, primària i secundària","priv.","MONCADA",39.54951,-0.402644
"CENTRE PRIV. ED. INF. 1ER CICLE XICOTETS","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.433707,-0.480088
"CENTRE PRIV. ED. INF. 1ER CICLE PIPOS","centre privat d'educació infantil de primer cicle","priv.","ALAQUÀS",39.458736,-0.452772
"CENTRE PRIV. ED. INF. 1ER CICLE EL SOLET","centre privat d'educació infantil de primer cicle","priv.","CATARROJA",39.407521,-0.400967
"CENTRE PRIV. ED. INF. 1ER CICLE NUESTRA SEÑORA DE MONTSERRAT","centre privat d'educació infantil de primer cicle","priv.","PICANYA",39.435195,-0.435194
"CENTRE SUPERIOR DE MÚSICA BERKLEE-VALENCIA","centre autoritzat superior de música","priv.","VALÈNCIA",39.458526,-0.35702
"CENTRE PRIV. ED. INF. 1ER CICLE GARABATOS","centre privat d'educació infantil de primer cicle","priv.","ALBAL",39.395964,-0.408602
"ESCOLA PRIVADA DE MÚSICA MESTRE CHORNET","escola privada de música","priv.","CULLERA",39.164823,-0.255947
"ESCOLA PRIVADA DE MÚSICA PASCUAL PÉREZ CHOVÍ","escola privada de música","priv.","ALGINET",39.26719,-0.469033
"ESCOLA PRIVADA DE MÚSICA SAM DE BENIFAIÓ","escola privada de música","priv.","BENIFAIÓ",39.285328,-0.428475
"CENTRE PRIV. ED. INF. 1ER CICLE ELS BARRUFETS","centre privat d'educació infantil de primer cicle","priv.","MASSAMAGRELL",39.569273,-0.332824
"CENTRE PRIV. ED. INFANTIL BABY MAS CAMARENA","centre privat d'educació infantil","priv.","BÉTERA",39.551682,-0.458808
"CENTRE PRIV. ED. INF. 1ER CICLE  MIMITOS","centre privat d'educació infantil de primer cicle","priv.","PAIPORTA",39.429365,-0.423167
"CENTRE PRIV. ED. INF. 1ER CICLE VEO VEO","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.436852,-0.463688
"CENTRE PRIV. ED. INF. 1ER CICLE EXPLORA","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.490364,-0.393485
"CENTRE PRIV. ED. INF. 1ER CICLE EL PARQUE","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.436624,-0.468115
"CENTRE PRIV. ED. INF. 1ER CICLE NOVA ESCOLETA MONTESSORI","centre privat d'educació infantil de primer cicle","priv.","ALZIRA",39.148634,-0.435821
"CENTRE PRIV. ED. INF. 1ER CICLE IMAGINARI","centre privat d'educació infantil de primer cicle","priv.","PUÇOL",39.627036,-0.302228
"CENTRE PRIVAT FP IBE","centre privat formació professional específica","priv.","VALÈNCIA",39.485934,-0.357074
"CENTRE PRIV. ED. INF. 1ER CICLE NINETS","centre privat d'educació infantil de primer cicle","priv.","ALZIRA",39.150839,-0.432092
"CENTRE PRIV. ED. INF. 1ER CICLE XICALLA","centre privat d'educació infantil de primer cicle","priv.","ALBAL",39.396656,-0.406878
"CENTRE PRIV. ED. INF. 1ER CICLE LA CASETA DE LA LLUMENETA","centre privat d'educació infantil de primer cicle","priv.","XIRIVELLA",39.465028,-0.432179
"CENTRE ENSENYAMENTS ESPORTIUS TÉCNICOS FÚTBOL XÀTIVA","centre autoritzat d'ensenyaments esportius","priv.","XÀTIVA",38.992171,-0.527542
"CENTRE PRIV. ED. INF. 1ER CICLE ELS MENUTS","centre privat d'educació infantil de primer cicle","priv.","SILLA",39.357711,-0.41284
"CENTRE PRIVAT FP EUROPEO DE VALENCIA","centre privat formació professional específica","priv.","VALÈNCIA",39.478568,-0.366445
"CENTRE PRIVAT CAMARENA CANET","centre privat d'educació infantil, primària i secundària","priv.","CANET D'EN BERENGUER",39.677245,-0.214209
"CENTRE PRIV. ED. INF. 1ER CICLE NANOS","centre privat d'educació infantil de primer cicle","priv.","ALGINET",39.260112,-0.470009
"CENTRE PRIV. ED. INF. 1ER CICLE A GATES","centre privat d'educació infantil de primer cicle","priv.","XÀTIVA",38.991871,-0.522982
"CENTRE PRIV. ED. INF. 1ER CICLE EL BARCO DE LULÚ","centre privat d'educació infantil de primer cicle","priv.","QUART DE POBLET",39.482593,-0.450578
"CENTRE ENSENYAMENTS ESPORTIUS MIFRA","centre autoritzat d'ensenyaments esportius","priv.","VALÈNCIA",39.453559,-0.370188
"CENTRE PRIV. ED. INF. 1ER CICLE LA TRIBU","centre privat d'educació infantil de primer cicle","priv.","ALGEMESÍ",39.191319,-0.434133
"CENTRE PRIV. ED. INF. 1ER CICLE UN MON MENUT PICASSENT","centre privat d'educació infantil de primer cicle","priv.","PICASSENT",39.365171,-0.462933
"CENTRE PRIVAT FP CENTRO DE ESTUDIOS JUSTE","centre privat formació professional específica","priv.","VALÈNCIA",39.48753,-0.361294
"CENTRE PRIV. ED. INF. 1ER CICLE DISNEY","centre privat d'educació infantil de primer cicle","priv.","ALDAIA",39.462905,-0.461772
"CENTRE PRIV. ED. INF. 1ER CICLE SAMARUC","centre privat d'educació infantil de primer cicle","priv.","ALGEMESÍ",39.192826,-0.428984
"CENTRE PRIVAT FP ANA SALMERÓN FORMACIÓN","centre privat formació professional específica","priv.","VALÈNCIA",39.46941,-0.382301
"CENTRE PRIV. ED. INF. 1ER CICLE PONY","centre privat d'educació infantil de primer cicle","priv.","ALZIRA",39.154027,-0.431639
"ESCOLA PRIVADA DE MÚSICA ATENEU DE MANISES","escola privada de música","priv.","MANISES",39.500075,-0.477833
"CENTRE PRIV. ED. INF. 1ER CICLE MAPI","centre privat d'educació infantil de primer cicle","priv.","QUART DE POBLET",39.480494,-0.444769
"CENTRE PRIV. ED. INF. 1ER CICLE PASITOS 2","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.464758,-0.38421
"CENTRE PRIVAT FP NUEVAS LÍNEAS","centre privat formació professional específica","priv.","XÀTIVA",38.9917,-0.524851
"CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA","centre privat d'educació infantil de primer cicle","priv.","ALBAL",39.394484,-0.416346
"CENTRE PRIV. ED. INF. 1ER CICLE L'ORONETA","centre privat d'educació infantil de primer cicle","priv.","ELIANA (L')",39.562079,-0.534417
"ESCOLA PRIVADA DE DANSA PAS A DOS","escola privada de dansa","priv.","PICANYA",39.436645,-0.437083
"CENTRE PRIV. ED. INF. 1ER CICLE ARCO IRIS II","centre privat d'educació infantil de primer cicle","priv.","ALBAL",39.397112,-0.419322
"CENTRE PRIV. ED. INF. 1ER CICLE XICOTETS CAMPOLIVAR","centre privat d'educació infantil de primer cicle","priv.","GODELLA",39.533207,-0.432002
"CENTRE PRIVAT FP ECOTUR VALENCIA","centre privat formació professional específica","priv.","ALBORAIA",39.49618,-0.354127
"CENTRO PRIV. ED. INF. 1ER CICLO MI COLE","centre privat d'educació infantil de primer cicle","priv.","CHIVA",39.470906,-0.722307
"CENTRE PRIV. ED. INF. 1ER CICLE SAMBORI","centre privat d'educació infantil de primer cicle","priv.","FAURA",39.724064,-0.2662
"CENTRE PRIV. ED. INF. 1ER CICLE DINO SCHOOL","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.421293,-0.479844
"ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL DE MONCADA","escola privada de música","priv.","MONCADA",39.545386,-0.398233
"CENTRE PRIV. ED. INF. 1ER CICLE BIG PLANET","centre privat d'educació infantil de primer cicle","priv.","PUERTO (EL)",39.665574,-0.21305
"CENTRE PRIV. ED. INF. 1ER CICLE CASA CARIDAD AVENIDA ECUADOR","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.494305,-0.390963
"ESCOLA PRIVADA DE MÚSICA C.ART. MUSICAL STA.CECILIA DE FOIOS","escola privada de música","priv.","FOIOS",39.537116,-0.355936
"CENTRE PRIVAT FP CEU SAN PABLO VALENCIA","centre privat formació professional específica","priv.","ALFARA DEL PATRIARCA",39.547434,-0.386671
"CENTRE PRIV. ED. INF. 1ER CICLE EL CASTELL","centre privat d'educació infantil de primer cicle","priv.","BÉTERA",39.587864,-0.457583
"CENTRE PRIV. ED. INF. 1ER CICLE CHIQUITINES","centre privat d'educació infantil de primer cicle","priv.","MUSEROS",39.56174,-0.340133
"CENTRE ENSENYAMENTS ESPORTIUS FVCV","centre autoritzat d'ensenyaments esportius","priv.","VALÈNCIA",39.490049,-0.357241
"CENTRO PRIV. ED. INF. 1ER CICLO PEQUEÑEKOS","centre privat d'educació infantil de primer cicle","priv.","UTIEL",39.566269,-1.202655
"EI 1ER CICLE MUNICIPAL MESTRE VÍCTOR CALATAYUD","escola infantil de primer cicle","púb.","TAVERNES DE LA VALLDIGNA",39.074773,-0.263454
"CENTRE PRIV. ED. INF. 1ER CICLE AMUNT XIQUETS!","centre privat d'educació infantil de primer cicle","priv.","BÉTERA",39.590763,-0.461572
"CENTRE PRIV. ED. INF. 1ER CICLE FEBES","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.459489,-0.397276
"CENTRE PRIV. ED. INF. 1ER CICLE QUEKOS","centre privat d'educació infantil de primer cicle","priv.","PUERTO (EL)",39.662033,-0.229572
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","YÁTOVA",39.38223,-0.80595
"CENTRE PRIV. ED. INF. 1ER CICLE EL JARDÍ","centre privat d'educació infantil de primer cicle","priv.","CAÑADA (LA)",39.527586,-0.480858
"CENTRE PRIV. ED. INF. 1ER CICLE PALMA KIDS","centre privat d'educació infantil de primer cicle","priv.","CAÑADA (LA)",39.534804,-0.473828
